	ID	affect_dimension	intensity_scores	intensity_descriptions	tweets
166	2017-En-20831	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_all I was pretty sure it was a xxupp_str Golden xxupp_str Ticket. xxupp_str Get a tour. xxupp_str Make a mistake. xxupp_str Something horrific will happen to you. xxupp_str Good day sir.
167	2017-En-10096	valence	-2	 moderately negative emotional state can be inferred	user_mention user_mention xxupp_str Ha. xxupp_str Right. xxupp_str I'm from xxupp_str San xxupp_str Jose, xxupp_all CA, and xxupp_all I was offended right there with you. xxupp_str Dave, go on a walk or something next time.
168	2017-En-30312	valence	1	 slightly positive emotional state can be inferred	user_mention xxupp_str Sweet!  hashtag  optimism
169	2017-En-11025	valence	-1	 slightly negative emotional state can be inferred	xxupp_str Repeal/remove the 'Johnson xxupp_str Amendment'. xxupp_str It is a direct affront to the xxupp_str First xxupp_str Amendment of the xxupp_str Constitution.
170	2017-En-20407	valence	-2	 moderately negative emotional state can be inferred	xxupp_str So they  hashtag  threaten to kill  hashtag  kaper nick for xxupp_all KNEELING. xxupp_all I say every athlete just stop playing until social justice and equality comes forth.
171	2017-En-11636	valence	0	 neutral or mixed emotional state can be inferred	user_mention love that xxupp_str Jordy  hashtag  revenge ⚽️
172	2017-En-30624	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Mind if xxupp_all I tag along?' xxupp_str She asked cheerfully, sweeping a lock of hair behind her ear. xxupp_all 'I want to see if you've really got • user_mention
173	2017-En-31502	valence	0	 neutral or mixed emotional state can be inferred	everyone hates twice, and i kinda did too but they got bops i'm bumping rn to cheer up
174	2017-En-30340	valence	1	 slightly positive emotional state can be inferred	xxupp_str Just watched xxupp_str Django xxupp_str Unchained, xxupp_str Other people may frown, but xxupp_all I titter in delight!  number / number 
175	2017-En-30954	valence	3	 very positive emotional state can be inferred	xxupp_all I just want to let everyone out there know you are wonderful people!  hashtag  be yourself  hashtag  late night  hashtag  compliment  hashtag  be happy
176	2017-En-40209	valence	-3	 very negative emotional state can be inferred	user_mention _tityboi bc it's a gloomy day xxupp_str Tony
177	2017-En-30209	valence	1	 slightly positive emotional state can be inferred	user_mention my adorable and cheerful daughter\nAlways pouring positivity green goo on me\ndare hurt her and you'll see hell //growls\n\n hashtag PandaBot
178	2017-En-41228	valence	0	 neutral or mixed emotional state can be inferred	user_mention _ you'll be pleased to know my family are blues
179	2017-En-10697	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Are you lost in the fury, fearing that you'll fail?
180	2017-En-11187	valence	-3	 very negative emotional state can be inferred	some of the casuals tweets that xxupp_str Vic has faved are making me gag  hashtag  bitter
181	2017-En-10583	valence	-2	 moderately negative emotional state can be inferred	user_mention xxupp_all TONIGHT. xxupp_str Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥
182	2017-En-40661	valence	-1	 slightly negative emotional state can be inferred	ya boy gets mad tired of pine trees
183	2017-En-40820	valence	-1	 slightly negative emotional state can be inferred	xxupp_all MC: what are you listen to these days?\nBogum: these days xxupp_all I feel gloomy, xxupp_all I listen to ccm (spiritual song) often.\n\nChurch oppa mode. :)
184	2017-En-40076	valence	-2	 moderately negative emotional state can be inferred	@6itmap xxupp_all I can't help but feel melancholic!
185	2017-En-30829	valence	-3	 very negative emotional state can be inferred	user_mention xxupp_all I assure you there is no laughter, but increasing anger at the costs, and arrogance of xxupp_str Westminster.
186	2017-En-22005	valence	-3	 very negative emotional state can be inferred	😩😩😩😩 heads melted, very tired but can't sleep.  hashtag  nightmare
187	2017-En-30463	valence	0	 neutral or mixed emotional state can be inferred	user_mention this is why xxupp_all I think his pre prepped debate answers have the potential for hilarity
188	2017-En-10067	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps
189	2017-En-10448	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Women don't like girls because we resent them for looking so great/we wish we still looked like that  hashtag  washed
190	2017-En-10280	valence	-2	 moderately negative emotional state can be inferred	the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  hashtag  fatalism
191	2017-En-31603	valence	0	 neutral or mixed emotional state can be inferred	 hashtag  sports xxupp_str Top seed xxupp_str Johnson chases double delight at xxupp_str Tour xxupp_str Championship
192	2017-En-31109	valence	3	 very positive emotional state can be inferred	user_mention _buhmaid xxupp_str Happy birthday sweety .. sweet  number  hun hope u have a wonderful day and a wondrful joyful year better than the last one, xxupp_str Luv xxupp_all U ♥
193	2017-En-20408	valence	-2	 moderately negative emotional state can be inferred	user_mention xxupp_str Covering xxupp_str Milo might make sense—not much, even at that—but celebrating him as puckish is cooperation in something ghastly.
194	2017-En-11387	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Aidy: *has a physics question*\nAidy: '... ok, xxupp_str I'm not gonna ask xxupp_str Tristan cause xxupp_all I don't wanna aggravate her'
195	2017-En-31474	valence	1	 slightly positive emotional state can be inferred	 hashtag  me ogy s daily vocab enhancment xxupp_str Elation: quality or state of being elated; feeling or state of great joy or pride
196	2017-En-41124	valence	-3	 very negative emotional state can be inferred	xxupp_all I can't pull myself out of depression
197	2017-En-10582	valence	0	 neutral or mixed emotional state can be inferred	user_mention lol. xxupp_str Love it when you aggravate xxupp_str Juan. xxupp_str Keep up the good work. xxupp_str Lol
198	2017-En-30239	valence	1	 slightly positive emotional state can be inferred	user_mention xxupp_all AWW. xxupp_all I had a xxupp_str Maine xxupp_str Coon when xxupp_all I was little named xxupp_str Ted xxupp_str Eddy the xxupp_str Wonder xxupp_str Cat. xxupp_str They're such good cats! xxupp_str Very playful and sweet
199	2017-En-21313	valence	-3	 very negative emotional state can be inferred	xxupp_all user_mention please fire don lemon!!Do not let him report on anymore protest. xxupp_str He is  hashtag  horrible  hashtag  negative and runs away from the issue at hand!
200	2017-En-31284	valence	1	 slightly positive emotional state can be inferred	user_mention cheering for user_mention _WCH and user_mention _Men
201	2017-En-31296	valence	1	 slightly positive emotional state can be inferred	user_mention afternoon delight
202	2017-En-10509	valence	-2	 moderately negative emotional state can be inferred	user_mention xxupp_all NO greater wrath than a woman scorned.
203	2017-En-31260	valence	3	 very positive emotional state can be inferred	xxupp_str When my friends send me ballons and fireworks through text...  hashtag  amazing
204	2017-En-11272	valence	0	 neutral or mixed emotional state can be inferred	user_mention loved  hashtag  sing  hashtag  tiff but  number  q there is  number  japanese line but obviously spoken by non japanese. no way to find japanese for  number  line?
205	2017-En-30082	valence	2	 moderately positive emotional state can be inferred	xxupp_all I would like to congratulate the people of xxupp_str Saudi xxupp_str Arabia a happy and a joyous national day. xxupp_str May you all have a great time!  hashtag  
206	2017-En-30054	valence	1	 slightly positive emotional state can be inferred	xxupp_str You know you're in love when all you can do is smile whenever you talk about how he is to someone.
207	2017-En-31273	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Traditionalists say it should be bored by or bored with, but not bored of, a 'rule' cheerfully ignored
208	2017-En-30337	valence	0	 neutral or mixed emotional state can be inferred	user_mention 'drunken patroons' make this whole situation much more jovial though.
209	2017-En-31450	valence	-3	 very negative emotional state can be inferred	xxupp_all I understand now...if it's not pleasing to the ear...then it ain't what you want! xxupp_str I'm so so tired!!
210	2017-En-30454	valence	1	 slightly positive emotional state can be inferred	xxupp_str Optimism leads to success. - xxupp_str Bill xxupp_str Kerr user_mention __Kerr  hashtag  success  hashtag  optimism  hashtag  goals
211	2017-En-20032	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like life
212	2017-En-41368	valence	1	 slightly positive emotional state can be inferred	xxupp_str You forever straight so fix that frown u good😇 user_mention __
213	2017-En-31525	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Mon xxupp_str Celtic, give us something to cheer - place is empty, soaked &amp; its my wee nephew's xxupp_str Birthday ffs, started well, now dropped off.
214	2017-En-31548	valence	1	 slightly positive emotional state can be inferred	 number  person of renown cheerful expectation solutions-pleasure principle back: xxupp_str HsNHZMJSc
215	2017-En-10880	valence	-3	 very negative emotional state can be inferred	user_mention oh so that's where xxupp_str Brian was! xxupp_str Where was my invite?  hashtag  offended
216	2017-En-22217	valence	-1	 slightly negative emotional state can be inferred	xxupp_str Why does having anxiety drain some much of your energy  hashtag  anxiety  hashtag  so tired  hashtag  need to sleep for hours
217	2017-En-21375	valence	-2	 moderately negative emotional state can be inferred	user_mention user_mention user_mention _KellyDodd xxupp_str Tamra would xxupp_all F her up if she swung on xxupp_str Tamra\nKelly is a piece of 💩  hashtag  needs to be admitted
218	2017-En-30390	valence	2	 moderately positive emotional state can be inferred	xxupp_all I aspire to have xxupp_str Val's self confidence and optimism tbh 👏💖 xxupp_all  hashtag  gb bo
219	2017-En-11340	valence	-2	 moderately negative emotional state can be inferred	 hashtag  scorpios can withdraw to a quiet place after being hurt, only to think of a plan to sting back.
220	2017-En-11424	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Circle xxupp_all K is dead to me. xxupp_all I hate your new slushie machine.  hashtag  livid
221	2017-En-30668	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str If xxupp_all I were assured of your eventual destruction xxupp_all I would, in the interests of the public, cheerfully accept my own.' xxupp_str Sherlock xxupp_str Holmes
